Raw Accuracy Yes answers 1;Raw Accuracy No answers 1;Raw Accuracy All answers 1;Percent Accuracy Yes answers 1;Percent Accuracy No answers 1;Percent Accuracy All answers 1;Mean reaction time correct yes answers 1;Mean reaction time incorrect yes answers 1;Mean reaction time correct no answers 1;Mean reaction time incorrect no answers 1;Mean reaction time all answers 1;;;
Correct Yes : 0 / Incorrect Yes : 6;Correct No : 14 / Incorrect No : 0;Correct : 14 / Incorrect : 6;0;100;70;0;0,3627913;0,3752635;0;0,3715219

