Raw Accuracy Yes answers 0;Raw Accuracy No answers 0;Raw Accuracy All answers 0;Percent Accuracy Yes answers 0;Percent Accuracy No answers 0;Percent Accuracy All answers 0;Mean reaction time correct yes answers 0;Mean reaction time incorrect yes answers 0;Mean reaction time correct no answers 0;Mean reaction time incorrect no answers 0;Mean reaction time all answers 0;;;
Correct Yes : 5 / Incorrect Yes : 1;Correct No : 13 / Incorrect No : 1;Correct : 18 / Incorrect : 2;83,33334;92,85714;90;0,4924773;0,4945152;0,4848412;0,4201593;0,4839998

