Raw Accuracy Yes answers 0;Raw Accuracy No answers 0;Raw Accuracy All answers 0;Percent Accuracy Yes answers 0;Percent Accuracy No answers 0;Percent Accuracy All answers 0;Mean reaction time correct yes answers 0;Mean reaction time incorrect yes answers 0;Mean reaction time correct no answers 0;Mean reaction time incorrect no answers 0;Mean reaction time all answers 0;;;
Correct Yes : 0 / Incorrect Yes : 5;Correct No : 13 / Incorrect No : 0;Correct : 13 / Incorrect : 5;0;100;72,22222;0;0,7613209;0,6407593;0;0,6742487

