Raw Accuracy Yes answers 2;Raw Accuracy No answers 2;Raw Accuracy All answers 2;Percent Accuracy Yes answers 2;Percent Accuracy No answers 2;Percent Accuracy All answers 2;Mean reaction time correct yes answers 2;Mean reaction time incorrect yes answers 2;Mean reaction time correct no answers 2;Mean reaction time incorrect no answers 2;Mean reaction time all answers 2;;;
Correct Yes : 9 / Incorrect Yes : 3;Correct No : 27 / Incorrect No : 1;Correct : 36 / Incorrect : 4;75;96,42857;90;0,4933797;0,4696963;0,5023513;0,6544773;0,5016867

