Raw Accuracy Yes answers 1;Raw Accuracy No answers 1;Raw Accuracy All answers 1;Percent Accuracy Yes answers 1;Percent Accuracy No answers 1;Percent Accuracy All answers 1;Mean reaction time correct yes answers 1;Mean reaction time incorrect yes answers 1;Mean reaction time correct no answers 1;Mean reaction time incorrect no answers 1;Mean reaction time all answers 1;;;
Correct Yes : 2 / Incorrect Yes : 4;Correct No : 13 / Incorrect No : 1;Correct : 15 / Incorrect : 5;33,33333;92,85714;75;0,5548275;0,4748975;0,5632779;0,7892265;0,5560542

