Raw Accuracy Yes answers 2;Raw Accuracy No answers 2;Raw Accuracy All answers 2;Percent Accuracy Yes answers 2;Percent Accuracy No answers 2;Percent Accuracy All answers 2;Mean reaction time correct yes answers 2;Mean reaction time incorrect yes answers 2;Mean reaction time correct no answers 2;Mean reaction time incorrect no answers 2;Mean reaction time all answers 2;;;
Correct Yes : 9 / Incorrect Yes : 4;Correct No : 26 / Incorrect No : 1;Correct : 35 / Incorrect : 5;69,23077;96,2963;87,5;0,5119849;0,4748975;0,5547227;0,7892265;0,5429868

