Raw Accuracy Yes answers 0;Raw Accuracy No answers 0;Raw Accuracy All answers 0;Percent Accuracy Yes answers 0;Percent Accuracy No answers 0;Percent Accuracy All answers 0;Mean reaction time correct yes answers 0;Mean reaction time incorrect yes answers 0;Mean reaction time correct no answers 0;Mean reaction time incorrect no answers 0;Mean reaction time all answers 0;;;
Correct Yes : 3 / Incorrect Yes : 3;Correct No : 12 / Incorrect No : 2;Correct : 15 / Incorrect : 5;50;85,71429;75;0,606463;0,4633129;0,5468746;0,4479572;0,5333869

