Raw Accuracy Yes answers 0;Raw Accuracy No answers 0;Raw Accuracy All answers 0;Percent Accuracy Yes answers 0;Percent Accuracy No answers 0;Percent Accuracy All answers 0;Mean reaction time correct yes answers 0;Mean reaction time incorrect yes answers 0;Mean reaction time correct no answers 0;Mean reaction time incorrect no answers 0;Mean reaction time all answers 0;;;
Correct Yes : 3 / Incorrect Yes : 3;Correct No : 13 / Incorrect No : 1;Correct : 16 / Incorrect : 4;50;92,85714;80;0,599134;0,4889473;0,6321723;0,6893572;0,608592

