Raw Accuracy Yes answers 0;Raw Accuracy No answers 0;Raw Accuracy All answers 0;Percent Accuracy Yes answers 0;Percent Accuracy No answers 0;Percent Accuracy All answers 0;Mean reaction time correct yes answers 0;Mean reaction time incorrect yes answers 0;Mean reaction time correct no answers 0;Mean reaction time incorrect no answers 0;Mean reaction time all answers 0;;;
Correct Yes : 0 / Incorrect Yes : 6;Correct No : 14 / Incorrect No : 0;Correct : 14 / Incorrect : 6;0;100;70;0;0,3357447;0,4733143;0;0,4320435

