Raw Accuracy Yes answers 1;Raw Accuracy No answers 1;Raw Accuracy All answers 1;Percent Accuracy Yes answers 1;Percent Accuracy No answers 1;Percent Accuracy All answers 1;Mean reaction time correct yes answers 1;Mean reaction time incorrect yes answers 1;Mean reaction time correct no answers 1;Mean reaction time incorrect no answers 1;Mean reaction time all answers 1;;;
Correct Yes : 4 / Incorrect Yes : 2;Correct No : 13 / Incorrect No : 1;Correct : 17 / Incorrect : 3;66,66666;92,85714;85;0,5183407;0,4566394;0,5370704;0,6544773;0,5311517

