Raw Accuracy Yes answers 2;Raw Accuracy No answers 2;Raw Accuracy All answers 2;Percent Accuracy Yes answers 2;Percent Accuracy No answers 2;Percent Accuracy All answers 2;Mean reaction time correct yes answers 2;Mean reaction time incorrect yes answers 2;Mean reaction time correct no answers 2;Mean reaction time incorrect no answers 2;Mean reaction time all answers 2;;;
Correct Yes : 0 / Incorrect Yes : 6;Correct No : 34 / Incorrect No : 0;Correct : 34 / Incorrect : 6;0;100;85;0;0,3627913;0,345607;0;0,3481846

